криптовалюты;Him-neftehim;Potrebsektor;ElectroEnerg;Finances;Metal and dobicha;Neftegaz;Telecom;Transport;
1;-0,0013;-0,0008;-0;0,0002;0,0001;0,0002;-0,0003;-0,0009;
MOEXCH;0,0221
MOEXCN;0,0116
MOEXEU;0,017
MOEXFN;0,0247
MOEXMM;0,0161
MOEXOG;0,0166
MOEXTL;0,0289
MOEXTN;0,0414
