инвестиционного;Him-neftehim;Potrebsektor;ElectroEnerg;Finances;Metal and dobicha;Neftegaz;Telecom;Transport;
1;-0,0001;-0;-0,0001;-0,0005;0,0002;-0,0004;-0,0001;0,0001;
MOEXCH;0,0366
MOEXCN;0,0251
MOEXEU;0,0597
MOEXFN;0,0511
MOEXMM;0,052
MOEXOG;0,0486
MOEXTL;0,0589
MOEXTN;0,0952
