социального;Him-neftehim;Potrebsektor;ElectroEnerg;Finances;Metal and dobicha;Neftegaz;Telecom;Transport;
1;-0,0005;-0,0005;0,0005;-0,0011;-0,0003;-0,0007;-0,0002;-0,0004;
MOEXCH;0,0408
MOEXCN;0,0225
MOEXEU;0,0557
MOEXFN;0,0515
MOEXMM;0,0415
MOEXOG;0,0451
MOEXTL;0,0524
MOEXTN;0,0751
