темпами;Him-neftehim;Potrebsektor;ElectroEnerg;Finances;Metal and dobicha;Neftegaz;Telecom;Transport;
1;-0,0002;-0,001;-0,0006;-0,0004;-0,001;-0,0004;-0,0009;-0;
MOEXCH;0,0273
MOEXCN;0,0242
MOEXEU;0,0517
MOEXFN;0,0568
MOEXMM;0,0386
MOEXOG;0,0419
MOEXTL;0,0483
MOEXTN;0,075
