инвестиционные;Him-neftehim;Potrebsektor;ElectroEnerg;Finances;Metal and dobicha;Neftegaz;Telecom;Transport;
1;0,0002;-0,0015;-0,0002;-0,0011;-0,001;-0,0015;0,0006;-0,0008;
MOEXCH;0,03
MOEXCN;0,0182
MOEXEU;0,0437
MOEXFN;0,037
MOEXMM;0,0432
MOEXOG;0,0375
MOEXTL;0,0387
MOEXTN;0,0619
