машины;Him-neftehim;Potrebsektor;ElectroEnerg;Finances;Metal and dobicha;Neftegaz;Telecom;Transport;
1;-0,0006;-0,0012;-0,0011;-0,0011;-0,0006;-0,0003;-0,0006;-0,0012;
MOEXCH;0,0292
MOEXCN;0,0262
MOEXEU;0,046
MOEXFN;0,0543
MOEXMM;0,0465
MOEXOG;0,0453
MOEXTL;0,0391
MOEXTN;0,0632
