недостаточно;Him-neftehim;Potrebsektor;ElectroEnerg;Finances;Metal and dobicha;Neftegaz;Telecom;Transport;
1;-0,0004;0,0009;-0,0008;-0;0,0001;0;0,0007;-0;
MOEXCH;0,0344
MOEXCN;0,0305
MOEXEU;0,0613
MOEXFN;0,0586
MOEXMM;0,0508
MOEXOG;0,0515
MOEXTL;0,0488
MOEXTN;0,0802
