улучшить;Him-neftehim;Potrebsektor;ElectroEnerg;Finances;Metal and dobicha;Neftegaz;Telecom;Transport;
1;-0,0008;-0,0011;-0,0007;0,0002;-0,0004;0;-0,0001;0,0012;
MOEXCH;0,0235
MOEXCN;0,0216
MOEXEU;0,0388
MOEXFN;0,0322
MOEXMM;0,0285
MOEXOG;0,0288
MOEXTL;0,0269
MOEXTN;0,0568
