сотрудничать;Him-neftehim;Potrebsektor;ElectroEnerg;Finances;Metal and dobicha;Neftegaz;Telecom;Transport;
1;0,0004;0,0008;0,0011;0,0003;-0,0005;0,0014;0,0009;0,0001;
MOEXCH;0,0213
MOEXCN;0,0175
MOEXEU;0,0412
MOEXFN;0,0395
MOEXMM;0,0326
MOEXOG;0,0317
MOEXTL;0,0313
MOEXTN;0,03
