дефолт;Him-neftehim;Potrebsektor;ElectroEnerg;Finances;Metal and dobicha;Neftegaz;Telecom;Transport;
1;-0,0002;-0,0014;-0,0012;-0,0009;-0,0001;-0,001;-0,0024;-0,0003;
MOEXCH;0,0187
MOEXCN;0,0174
MOEXEU;0,0425
MOEXFN;0,0323
MOEXMM;0,0357
MOEXOG;0,0279
MOEXTL;0,0385
MOEXTN;0,0533
