news;Him-neftehim;Potrebsektor;ElectroEnerg;Finances;Metal and dobicha;Neftegaz;Telecom;Transport;
1;-0,0004;-0,0009;-0;-0,0002;0,0001;-0,0002;-0,0004;-0,0007;
MOEXCH;0,0588
MOEXCN;0,054
MOEXEU;0,1156
MOEXFN;0,0978
MOEXMM;0,0986
MOEXOG;0,0829
MOEXTL;0,0958
MOEXTN;0,1607
