государственным;Him-neftehim;Potrebsektor;ElectroEnerg;Finances;Metal and dobicha;Neftegaz;Telecom;Transport;
1;-0,0007;-0,0001;0,0002;0,0001;-0,0007;0,0001;0,0008;-0,0004;
2;0,0002;0,0003;0,0003;0,0001;-0;-0,0004;0,0002;-0,0002;
3;-0,0006;-0,0001;0,0001;-0,0004;-0,0003;0,0015;0,0015;-0,0017;
4;-0,0004;-0,0009;-0,0007;-0,0014;-0,0012;0,0016;-0,0003;-0,0011;
5;-0,0021;-0,0018;-0,0011;-0,0034;-0,003;0;-0,001;-0,0022;
6;-0,0013;-0,0023;-0,0016;-0,004;-0,0035;-0,0007;-0,0001;-0,0006;
7;-0,0013;-0,0014;0,0003;-0,0039;-0,0037;0,0008;-0,0008;0,0007;
MOEXCH;0,1445
MOEXCN;0,2092
MOEXEU;0,3895
MOEXFN;0,3162
MOEXMM;0,2319
MOEXOG;0,3014
MOEXTL;0,3243
MOEXTN;0,4683
