тарифы;Him-neftehim;Potrebsektor;ElectroEnerg;Finances;Metal and dobicha;Neftegaz;Telecom;Transport;
1;0,0004;0,0005;0,0002;0,0013;0,0012;0,0002;0,0006;-0,0004;
2;0,0015;0,0012;0,0007;0,0003;0,0017;0,0005;0,0019;-0,0003;
3;0,0016;0,0005;0,0001;-0,0003;0,002;0,0015;0,0005;-0,0003;
4;0,0019;0,0003;-0,0007;0,0005;0,002;0,0019;0,0019;-0,0008;
5;0,0022;0,0016;0,0009;0,0026;0,0011;0,0004;0,0027;-0,0016;
6;0,0016;0,0023;0,0008;0,0012;0,0031;0,0018;0,002;-0,0015;
7;0,0023;0,002;0,0008;0,0015;0,0018;0,0032;0,0028;-0,001;
MOEXCH;0,2908
MOEXCN;0,2322
MOEXEU;0,4577
MOEXFN;0,4212
MOEXMM;0,3692
MOEXOG;0,339
MOEXTL;0,3861
MOEXTN;0,5994
