подал;Him-neftehim;Potrebsektor;ElectroEnerg;Finances;Metal and dobicha;Neftegaz;Telecom;Transport;
1;-0,0001;0,0001;-0,0001;-0,0003;-0,001;-0,0008;-0,0006;0,0012;
2;-0,0017;-0,0004;-0,0018;-0,0022;-0,0019;-0,0004;-0,0014;0,0002;
3;-0,0014;-0,0007;-0,0007;-0,0021;-0,0021;0,0014;-0,0004;-0,0001;
4;-0,001;-0,0011;-0,0016;-0,0024;-0,0017;0,0009;-0,0017;-0,0006;
5;-0,0006;0,0007;-0,0012;-0,0009;-0,0032;0,0013;-0,0011;-0,0005;
6;-0,0018;-0,0009;-0,0014;-0,0025;-0,0038;0,0011;-0,003;-0,0005;
7;-0,0027;-0,002;-0,0044;-0,0048;-0,0066;0,0004;-0,0024;-0,0009;
MOEXCH;0,1812
MOEXCN;0,1817
MOEXEU;0,3629
MOEXFN;0,313
MOEXMM;0,2697
MOEXOG;0,2522
MOEXTL;0,2803
MOEXTN;0,4309
